order_Quantity,customer_Name,customer_ID,order_Date,Expected_Delivery_date,delivery_Date,Actual_Delivery_Days,order_ID,order_Tailor,order_Type,Total_Amount,order_Tax,order_Discount,delivery_Type,delivery_Order_Ref,order_Delivered_Quantity,delivery_Quantity,Month,order_Tailor_Name,Expected_Delivery_Days,Tailoring_Style,size,length_cm,width_cm,sleeve_cm,fabric_meters,Price_Per_Unit,Fabric_Price_Per_Meter,Satisfaction,Dissatisfaction_Reason,Days_Difference
1,Am****,2354,2025-09-13,2025-09-20,2025-09-19,6.0,3010,001,Tailoring,500.0,65.21739130434783,0.0,Recived,3010,1,1,September,Factory                                          ,7,Modern Slim Fit,XXXXL,80.0,60.0,24.5,2.1,500.0,238.0952380952381,1,,6.0
3,Mo*****,1147,2025-09-14,2025-09-21,2025-09-24,10.0,3014,001,Tailoring,900.0,117.3913043478261,350.0,Recived,3014,3,3,September,Factory                                          ,7,Saudi Classic,XL,75.0,54.5,23.5,1.95,300.0,153.8461538461538,1,,10.0
3,Ra****,2146,2025-09-14,2025-09-21,,,3013,001,Tailoring,700.0,91.30434782608695,350.0,Recived,3013,3,3,September,Factory                                          ,7,Saudi Classic,S,69.5,50.0,20.5,1.8,233.3333333333333,129.6296296296296,1,,7.0
3,Mo*****,1030,2025-09-14,2025-09-21,2025-09-26,12.0,3015,001,Tailoring,700.0,91.30434782608695,350.0,Recived,3015,3,3,September,Factory                                          ,7,Modern Slim Fit,L,74.5,55.5,22.5,1.9,233.3333333333333,122.8070175438597,1,,12.0
1,Ab*******,907,2025-09-15,2025-09-22,2025-09-15,0.0,3020,001,Tailoring,115.0,15.0,115.0,Recived,3020,1,0,September,Factory                                          ,7,Modern Slim Fit,XXXXL,81.0,61.0,25.0,2.1,115.0,54.76190476190476,1,,0.0
1,Ha**,2356,2025-09-15,2025-09-22,2025-09-25,10.0,3019,001,Tailoring,200.0,26.08695652173913,30.0,Recived,3019,1,1,September,Factory                                          ,7,Saudi Classic,XL,76.5,53.5,23.0,1.95,200.0,102.5641025641026,1,,10.0
3,Mo*****,472,2025-09-15,2025-09-22,2025-09-18,3.0,3018,001,Tailoring,700.0,91.30434782608695,350.0,Recived,3018,3,3,September,Factory                                          ,7,Saudi Classic,M,73.0,52.5,21.5,1.85,233.3333333333333,126.1261261261261,1,,3.0
1,Mi*****,907,2025-09-15,2025-09-22,2025-09-18,3.0,3020,001,Tailoring,115.0,15.0,115.0,Recived,3020,1,1,September,Factory                                          ,7,Saudi Classic,L,75.5,53.0,23.5,1.9,115.0,60.52631578947368,1,,3.0
3,Ar**,472,2025-09-15,2025-09-22,2025-09-18,3.0,3017,001,Tailoring,700.0,91.30434782608695,350.0,Recived,3017,3,3,September,Factory                                          ,7,Modern Slim Fit,XXI,75.5,58.5,23.5,2.0,233.3333333333333,116.6666666666667,1,,3.0
3,An**,2357,2025-09-15,2025-09-22,2025-09-19,4.0,3021,001,Tailoring,700.0,91.30434782608695,350.0,Recived,3021,3,3,September,Factory                                          ,7,Modern Slim Fit,XXXXL,82.0,62.0,25.5,2.1,233.3333333333333,111.1111111111111,1,,4.0
1,Sa**,2355,2025-09-15,2025-09-22,2025-09-19,4.0,3016,001,Tailoring,350.0,45.65217391304348,0.0,Recived,3016,1,1,September,Factory                                          ,7,Saudi Classic,L,73.5,53.5,22.5,1.9,350.0,184.2105263157895,1,,4.0
1,Ta***,1038,2025-09-16,2025-09-23,,,3022,001,Tailoring,350.0,45.65217391304348,0.0,Recived,3022,0,0,September,Factory                                          ,7,Modern Slim Fit,S,68.5,51.5,20.5,1.8,0.0,0.0,1,,7.0
1,Sa***,2358,2025-09-16,2025-09-23,2025-09-24,8.0,3023,001,Tailoring,180.0,23.47826086956522,50.0,Recived,3023,1,1,September,Factory                                          ,7,Saudi Classic,XXI,76.5,56.0,24.0,2.0,180.0,90.0,1,,8.0
2,Om**,2359,2025-09-16,2025-09-23,2025-09-23,7.0,3024,001,Tailoring,360.0,46.95652173913044,100.0,Recived,3024,2,2,September,Factory                                          ,7,Modern Slim Fit,L,74.0,54.5,23.0,1.9,180.0,94.73684210526316,1,,7.0
3,Ma***,2360,2025-09-16,2025-09-23,2025-09-24,8.0,3025,001,Tailoring,700.0,91.30434782608695,350.0,Recived,3025,3,3,September,Factory                                          ,7,Emirati,S,70.0,51.5,21.5,1.8,233.3333333333333,129.6296296296296,1,,8.0
3,Ib******,2361,2025-09-16,2025-09-23,2025-09-24,8.0,3026,001,Tailoring,1000.0,130.4347826086957,450.0,Recived,3026,3,3,September,Factory                                          ,7,Saudi Classic,S,69.5,51.5,21.0,1.8,333.3333333333333,185.1851851851852,1,,8.0
3,Ba****,2362,2025-09-16,2025-09-23,2025-09-24,8.0,3027,001,Tailoring,700.0,91.30434782608695,350.0,Recived,3027,3,3,September,Factory                                          ,7,Saudi Classic,M,73.0,53.5,22.5,1.85,233.3333333333333,126.1261261261261,1,,8.0
1,Ba****,2363,2025-09-16,2025-09-23,2025-09-29,13.0,3028,001,Tailoring,200.0,26.08695652173913,30.0,Recived,3028,1,1,September,Factory                                          ,7,Saudi Classic,M,73.5,52.5,21.5,1.85,200.0,108.1081081081081,1,,13.0
1,Ba****,2363,2025-09-16,2025-09-23,2025-09-24,8.0,3029,001,Tailoring,200.0,26.08695652173913,30.0,Recived,3029,1,1,September,Factory                                          ,7,Emirati,XXXXL,81.0,61.5,25.5,2.1,200.0,95.23809523809524,1,,8.0
3,Na**,2363,2025-09-16,2025-09-23,2025-09-29,13.0,3030,001,Tailoring,700.0,91.30434782608695,350.0,Recived,3030,3,3,September,Factory                                          ,7,Saudi Classic,XL,73.5,55.0,22.5,1.95,233.3333333333333,119.6581196581197,1,,13.0
3,Mu*****,92,2025-09-17,2025-09-24,2025-09-30,13.0,3035,001,Tailoring,800.0,104.3478260869565,350.0,Recived,3035,3,3,September,Factory                                          ,7,Modern Slim Fit,S,68.5,50.5,20.5,1.8,266.6666666666667,148.1481481481482,0,Delivery Delay (6 days),13.0
6,Ra**,135,2025-09-17,2025-09-24,2025-10-01,14.0,3034,001,Tailoring,1600.0,208.695652173913,800.0,Recived,3034,0,0,September,Factory                                          ,7,Modern Slim Fit,M,71.0,52.5,22.5,1.85,0.0,0.0,0,"Delivery Delay (7 days), Quantity Issue",14.0
2,Th****,1782,2025-09-17,2025-09-24,2025-10-02,15.0,3033,001,Tailoring,700.0,91.30434782608695,0.0,Recived,3033,2,2,September,Factory                                          ,7,Emirati,XXI,78.0,57.5,24.5,2.0,350.0,175.0,0,Major Delivery Delay (8 days),15.0
1,Ab*******,1,2025-09-17,2025-09-24,2025-09-29,12.0,3032,001,Tailoring,0.0,0.0,0.0,Recived,3032,1,1,September,Factory                                          ,7,Modern Slim Fit,XL,75.5,56.5,23.5,1.95,0.0,0.0,1,,12.0
3,Ma***,1923,2025-09-17,2025-09-24,2025-09-30,13.0,3031,001,Tailoring,900.0,117.3913043478261,450.0,Recived,3031,3,3,September,Factory                                          ,7,Emirati,M,72.0,52.5,22.0,1.85,300.0,162.1621621621622,1,,13.0
1,Fa****,1818,2025-09-18,2025-09-25,2025-10-01,13.0,25,001,Fixing,0.0,0.0,0.0,Recived,25,0,0,September,Factory                                          ,7,Saudi Classic,XL,74.5,56.0,23.0,1.95,0.0,0.0,0,"Delivery Delay (6 days), Quantity Issue",13.0
3,Sa**,2364,2025-09-18,2025-09-25,2025-09-29,11.0,3036,001,Tailoring,730.0,95.21739130434783,350.0,Recived,3036,3,3,September,Factory                                          ,7,Modern Slim Fit,XXI,76.0,57.5,23.5,2.0,243.3333333333333,121.6666666666667,1,,11.0
4,Em**,2332,2025-09-18,2025-09-25,2025-09-30,12.0,3037,001,Tailoring,800.0,104.3478260869565,120.0,Recived,3037,4,4,September,Factory                                          ,7,Emirati,L,74.5,52.5,23.5,1.9,200.0,105.2631578947368,1,,12.0
1,Ta***,459,2025-09-18,2025-09-25,2025-10-01,13.0,3038,001,Tailoring,400.0,52.17391304347826,0.0,Recived,3038,1,1,September,Factory                                          ,7,Saudi Classic,XL,73.5,54.5,23.0,1.95,400.0,205.1282051282051,0,Delivery Delay (6 days),13.0
1,Na***,2365,2025-09-18,2025-09-25,2025-09-26,8.0,3039,001,Tailoring,300.0,39.1304347826087,0.0,Recived,3039,1,1,September,Factory                                          ,7,Saudi Classic,XL,76.0,53.5,23.0,1.95,300.0,153.8461538461538,1,,8.0
3,Ma***,742,2025-09-18,2025-09-25,2025-09-27,9.0,3040,001,Tailoring,600.0,78.26086956521739,300.0,Recived,3040,0,0,September,Factory                                          ,7,Modern Slim Fit,XL,75.5,55.5,23.5,1.95,0.0,0.0,0,"Delivery Delay (2 days), Quantity Issue",9.0
3,Ba****,2366,2025-09-18,2025-09-25,2025-09-28,10.0,3041,001,Tailoring,700.0,91.30434782608695,350.0,Recived,3041,3,3,September,Factory                                          ,7,Modern Slim Fit,M,71.0,51.5,22.5,1.85,233.3333333333333,126.1261261261261,1,,10.0
3,Mo*****,2333,2025-09-18,2025-09-25,2025-09-29,11.0,3042,001,Tailoring,700.0,91.30434782608695,350.0,Recived,3042,3,3,September,Factory                                          ,7,Saudi Classic,XXI,75.5,56.0,24.5,2.0,233.3333333333333,116.6666666666667,1,,11.0
1,Az***,2194,2025-09-18,2025-09-26,2025-09-30,12.0,20,001,Refund,350.0,45.65217391304348,0.0,Recived,20,0,0,September,Factory                                          ,7,Emirati,L,75.5,54.0,23.0,1.9,0.0,0.0,0,"Delivery Delay (5 days), Quantity Issue, Refund Request",12.0
1,Az***,2367,2025-09-19,2025-09-26,2025-09-29,10.0,3051,001,Tailoring,180.0,23.47826086956522,50.0,Recived,3051,1,1,September,Factory                                          ,7,Saudi Classic,M,70.5,53.0,22.0,1.85,180.0,97.29729729729729,1,,10.0
3,Om**,2369,2025-09-19,2025-09-26,2025-09-30,11.0,3052,001,Tailoring,700.0,91.30434782608695,350.0,Recived,3052,3,3,September,Factory                                          ,7,Modern Slim Fit,M,72.5,53.0,22.5,1.85,233.3333333333333,126.1261261261261,1,,11.0
6,Wa**,2368,2025-09-19,2025-09-26,2025-10-01,12.0,3053,001,Tailoring,1400.0,182.6086956521739,700.0,Recived,3053,6,6,September,Factory                                          ,7,Saudi Classic,XXI,77.0,58.5,24.0,2.0,233.3333333333333,116.6666666666667,1,,12.0
2,Ba****,275,2025-09-19,2025-09-26,2025-10-02,13.0,3050,001,Tailoring,400.0,52.17391304347826,70.0,Recived,3050,2,2,September,Factory                                          ,7,Saudi Classic,XXXXL,80.5,59.5,25.5,2.1,200.0,95.23809523809524,0,Delivery Delay (6 days),13.0
4,Dr** Mo*****,275,2025-09-19,2025-09-26,2025-10-03,14.0,3049,001,Tailoring,1300.0,169.5652173913043,350.0,Recived,3049,4,4,September,Factory                                          ,7,Emirati,S,70.0,50.0,21.5,1.8,325.0,180.5555555555555,0,Delivery Delay (7 days),14.0
3,Ja****,1620,2025-09-19,2025-09-26,2025-10-04,15.0,3048,001,Tailoring,770.0,100.4347826086957,360.0,Recived,3048,3,3,September,Factory                                          ,7,Modern Slim Fit,S,71.0,49.5,21.5,1.8,256.6666666666667,142.5925925925926,0,Major Delivery Delay (8 days),15.0
3,Ha****,138,2025-09-19,2025-09-26,2025-10-05,16.0,3046,001,Tailoring,800.0,104.3478260869565,400.0,Recived,3046,3,3,September,Factory                                          ,7,Modern Slim Fit,XL,75.5,56.0,23.5,1.95,266.6666666666667,136.7521367521368,0,Major Delivery Delay (9 days),16.0
5,Ha****,777,2025-09-19,2025-09-26,2025-09-29,10.0,3045,001,Tailoring,1150.0,150.0,900.0,Recived,3045,5,5,September,Factory                                          ,7,Modern Slim Fit,XL,74.0,56.0,23.0,1.95,230.0,117.948717948718,1,,10.0
1,Th****,777,2025-09-19,2025-09-26,2025-09-19,0.0,3044,001,Tailoring,270.0,35.21739130434783,180.0,Recived,3044,1,1,September,Factory                                          ,7,Modern Slim Fit,S,70.5,51.5,21.5,1.8,270.0,150.0,1,,0.0
3,Kh***,1,2025-09-19,2025-09-26,2025-09-20,1.0,3043,001,Tailoring,0.0,0.0,0.0,Recived,3043,3,3,September,Factory                                          ,7,Emirati,S,71.0,50.0,20.5,1.8,0.0,0.0,1,,1.0
3,Ou***,589,2025-09-19,2025-09-26,2025-09-21,2.0,3047,001,Tailoring,700.0,91.30434782608695,350.0,Recived,3047,3,3,September,Factory                                          ,7,Modern Slim Fit,XXI,77.5,58.0,23.5,2.0,233.3333333333333,116.6666666666667,1,,2.0
1,Ma*****,1314,2025-09-20,2025-09-27,2025-09-22,2.0,3060,001,Tailoring,400.0,52.17391304347826,0.0,Recived,3060,1,1,September,Factory                                          ,7,Saudi Classic,S,70.5,49.5,21.5,1.8,400.0,222.2222222222222,1,,2.0
3,Fa***,2373,2025-09-20,2025-09-27,2025-09-23,3.0,3059,001,Tailoring,900.0,117.3913043478261,450.0,Recived,3059,3,3,September,Factory                                          ,7,Emirati,XXI,78.5,56.5,24.5,2.0,300.0,150.0,1,,3.0
3,Sa***,999,2025-09-20,2025-09-27,2025-09-24,4.0,3058,001,Tailoring,900.0,117.3913043478261,450.0,Recived,3058,3,3,September,Factory                                          ,7,Saudi Classic,S,70.5,49.0,21.5,1.8,300.0,166.6666666666667,1,,4.0
1,Ou***,2295,2025-09-20,2025-09-27,2025-09-28,8.0,3057,001,Tailoring,200.0,26.08695652173913,30.0,Recived,3057,1,1,September,Factory                                          ,7,Saudi Classic,L,73.5,52.5,22.5,1.9,200.0,105.2631578947368,1,,8.0
3,Th****,1314,2025-09-20,2025-09-27,2025-09-24,4.0,3061,001,Tailoring,800.0,104.3478260869565,250.0,Recived,3061,3,3,September,Factory                                          ,7,Saudi Classic,XL,75.0,53.5,23.5,1.95,266.6666666666667,136.7521367521368,1,,4.0
3,Yo****,2370,2025-09-20,2025-09-27,2025-09-25,5.0,3055,001,Tailoring,900.0,117.3913043478261,350.0,Recived,3055,3,3,September,Factory                                          ,7,Saudi Classic,XXXXL,81.0,61.0,25.5,2.1,300.0,142.8571428571429,1,,5.0
3,Fa****,2307,2025-09-20,2025-09-27,2025-09-26,6.0,3054,001,Tailoring,900.0,117.3913043478261,450.0,Recived,3054,3,3,September,Factory                                          ,7,Saudi Classic,XXXXL,81.5,59.5,25.0,2.1,300.0,142.8571428571429,1,,6.0
3,Ab** Ab*********,1312,2025-09-20,2025-09-27,2025-09-24,4.0,3056,001,Tailoring,800.0,104.3478260869565,350.0,Recived,3056,3,3,September,Factory                                          ,7,Saudi Classic,XL,75.5,55.0,23.5,1.95,266.6666666666667,136.7521367521368,1,,4.0
3,Ab** Ab*********,1992,2025-09-21,2025-09-28,2025-09-24,3.0,3067,001,Tailoring,900.0,117.3913043478261,450.0,Recived,3067,3,3,September,Factory                                          ,7,Saudi Classic,XL,75.5,56.0,23.0,1.95,300.0,153.8461538461538,1,,3.0
3,Ab** Ab*********,1992,2025-09-21,2025-09-28,2025-09-23,2.0,3067,001,Tailoring,900.0,117.3913043478261,450.0,Recived,3067,3,0,September,Factory                                          ,7,Modern Slim Fit,S,70.5,50.0,21.0,1.8,300.0,166.6666666666667,1,,2.0
3,Am**,1992,2025-09-21,2025-09-28,2025-09-23,2.0,3067,001,Tailoring,900.0,117.3913043478261,450.0,Recived,3067,3,0,September,Factory                                          ,7,Modern Slim Fit,S,68.5,50.0,21.5,1.8,300.0,166.6666666666667,1,,2.0
4,Fa****,1608,2025-09-21,2025-09-28,2025-09-24,3.0,3065,001,Tailoring,760.0,99.1304347826087,160.0,Recived,3065,4,4,September,Factory                                          ,7,Saudi Classic,L,75.5,52.5,22.5,1.9,190.0,100.0,1,,3.0
1,Dr** Ab******,112,2025-09-21,2025-09-28,2025-09-25,4.0,3066,001,Tailoring,200.0,26.08695652173913,30.0,Recived,3066,1,1,September,Factory                                          ,7,Emirati,S,69.5,48.5,21.0,1.8,200.0,111.1111111111111,1,,4.0
3,No**,2374,2025-09-21,2025-09-28,2025-09-26,5.0,3063,001,Tailoring,900.0,117.3913043478261,450.0,Recived,3063,3,3,September,Factory                                          ,7,Emirati,S,69.5,48.5,20.5,1.8,300.0,166.6666666666667,1,,5.0
1,Ab*******,2159,2025-09-21,2025-09-28,2025-09-27,6.0,3062,001,Tailoring,135.0,17.60869565217391,95.0,Recived,3062,1,1,September,Factory                                          ,7,Saudi Classic,L,73.0,54.5,23.5,1.9,135.0,71.05263157894737,1,,6.0
1,Ab******,2321,2025-09-21,2025-09-28,2025-09-28,7.0,26,001,Fixing,50.0,6.521739130434782,21.0,Recived,26,0,0,September,Factory                                          ,7,Emirati,M,70.5,53.5,22.5,1.85,0.0,0.0,1,,7.0
3,Ab****,868,2025-09-21,2025-09-28,2025-09-25,4.0,3064,001,Fixing,900.0,117.3913043478261,350.0,Recived,3064,3,3,September,Factory                                          ,7,Saudi Classic,XXXXL,81.0,59.5,25.5,2.1,300.0,142.8571428571429,1,,4.0
4,Sa****,2371,2025-09-22,2025-09-29,2025-09-29,7.0,3068,001,Tailoring,0.0,0.0,0.0,Recived,3068,4,4,September,Factory                                          ,7,Modern Slim Fit,XL,75.5,54.0,23.5,1.95,0.0,0.0,1,,7.0
3,Mo**,2376,2025-09-22,2025-09-29,2025-09-27,5.0,3069,001,Tailoring,800.0,104.3478260869565,350.0,Recived,3069,3,3,September,Factory                                          ,7,Modern Slim Fit,XXI,77.0,58.5,23.5,2.0,266.6666666666667,133.3333333333333,1,,5.0
3,Ab*********,1837,2025-09-22,2025-09-29,2025-09-27,5.0,3070,001,Tailoring,1100.0,143.4782608695652,360.0,Recived,3070,3,3,September,Factory                                          ,7,Modern Slim Fit,XL,74.5,54.0,22.5,1.95,366.6666666666667,188.034188034188,1,,5.0
3,Mu*****,2351,2025-09-23,2025-09-30,2025-09-27,4.0,3076,001,Tailoring,900.0,117.3913043478261,450.0,Recived,3076,3,3,September,Factory                                          ,7,Saudi Classic,M,71.0,52.0,22.0,1.85,300.0,162.1621621621622,1,,4.0
3,Fa***,2378,2025-09-23,2025-09-30,2025-09-27,4.0,3077,001,Tailoring,800.0,104.3478260869565,400.0,Recived,3077,3,3,September,Factory                                          ,7,Saudi Classic,XL,76.5,55.0,22.5,1.95,266.6666666666667,136.7521367521368,1,,4.0
1,Mu***,2084,2025-09-23,2025-09-30,2025-09-29,6.0,3075,001,Tailoring,400.0,52.17391304347826,0.0,Recived,3075,1,1,September,Factory                                          ,7,Emirati,XXI,75.5,57.0,24.0,2.0,400.0,200.0,1,,6.0
3,Wa**,1255,2025-09-23,2025-09-30,2025-09-30,7.0,3074,001,Tailoring,900.0,117.3913043478261,450.0,Recived,3074,3,3,September,Factory                                          ,7,Saudi Classic,M,71.0,52.0,21.5,1.85,300.0,162.1621621621622,1,,7.0
3,Al*,2197,2025-09-23,2025-09-30,2025-10-01,8.0,3072,001,Tailoring,700.0,91.30434782608695,350.0,Recived,3072,3,3,September,Factory                                          ,7,Modern Slim Fit,XXI,75.5,57.5,24.0,2.0,233.3333333333333,116.6666666666667,1,,8.0
2,Ab******,2293,2025-09-23,2025-09-30,2025-09-24,1.0,3071,001,Tailoring,0.0,0.0,0.0,Recived,3071,2,2,September,Factory                                          ,7,Emirati,XXXXL,81.0,59.5,24.5,2.1,0.0,0.0,1,,1.0
1,Kh***,2377,2025-09-23,2025-09-30,2025-09-25,2.0,3073,001,Tailoring,300.0,39.1304347826087,0.0,Recived,3073,1,1,September,Factory                                          ,7,Modern Slim Fit,XXI,77.0,55.5,24.5,2.0,300.0,150.0,1,,2.0
1,Ha***,2379,2025-09-24,2025-10-01,2025-09-27,3.0,3078,001,Tailoring,300.0,39.1304347826087,0.0,Recived,3078,1,1,September,Factory                                          ,7,Emirati,L,74.5,53.0,23.5,1.9,300.0,157.8947368421053,1,,3.0
1,Hu****,867,2025-09-24,2025-10-01,2025-09-28,4.0,3079,001,Tailoring,0.0,0.0,0.0,Recived,3079,1,1,September,Factory                                          ,7,Saudi Classic,M,73.0,51.0,22.5,1.85,0.0,0.0,1,,4.0
3,Hu****,2348,2025-09-24,2025-10-01,2025-09-29,5.0,3080,001,Tailoring,900.0,117.3913043478261,450.0,Recived,3080,0,0,September,Factory                                          ,7,Emirati,L,75.5,53.5,22.5,1.9,0.0,0.0,1,,5.0
3,Al*,2348,2025-09-24,2025-10-01,2025-09-30,6.0,3081,001,Tailoring,700.0,91.30434782608695,350.0,Recived,3081,0,0,September,Factory                                          ,7,Saudi Classic,L,73.0,55.5,23.5,1.9,0.0,0.0,1,,6.0
3,Ma***,2381,2025-09-24,2025-10-01,2025-10-01,7.0,3082,001,Tailoring,750.0,97.82608695652173,350.0,Recived,3082,3,3,September,Factory                                          ,7,Modern Slim Fit,XL,75.5,56.5,23.0,1.95,250.0,128.2051282051282,1,,7.0
3,Hu*****,2382,2025-09-24,2025-10-01,2025-09-25,1.0,3083,001,Tailoring,700.0,91.30434782608695,350.0,Recived,3083,3,3,September,Factory                                          ,7,Modern Slim Fit,S,68.5,51.0,20.5,1.8,233.3333333333333,129.6296296296296,1,,1.0
3,Ah***,1277,2025-09-24,2025-10-01,2025-09-26,2.0,3084,001,Tailoring,900.0,117.3913043478261,400.0,Recived,3084,3,3,September,Factory                                          ,7,Emirati,S,68.5,49.0,20.5,1.8,300.0,166.6666666666667,1,,2.0
3,Mo*****,1295,2025-09-24,2025-10-01,2025-09-27,3.0,3085,001,Tailoring,800.0,104.3478260869565,350.0,Recived,3085,3,3,September,Factory                                          ,7,Saudi Classic,XXI,78.0,58.0,24.5,2.0,266.6666666666667,133.3333333333333,1,,3.0
3,Hi****,422,2025-09-24,2025-10-01,2025-09-28,4.0,3086,001,Tailoring,700.0,91.30434782608695,350.0,Recived,3086,3,3,September,Factory                                          ,7,Modern Slim Fit,M,73.0,51.0,22.0,1.85,233.3333333333333,126.1261261261261,1,,4.0
1,Sh***,2383,2025-09-24,2025-10-01,,,3087,001,Tailoring,200.0,26.08695652173913,30.0,Recived,3087,1,1,September,Factory                                          ,7,Saudi Classic,L,75.5,55.5,23.5,1.9,200.0,105.2631578947368,1,,7.0
1,Fa***,2387,2025-09-25,2025-10-02,,,3092,001,Tailoring,200.0,26.08695652173913,30.0,Recived,3092,1,1,September,Factory                                          ,7,Emirati,XL,74.0,53.5,22.5,1.95,200.0,102.5641025641026,1,,7.0
1,Fa****,2386,2025-09-25,2025-10-02,2025-09-25,0.0,3091,001,Tailoring,200.0,26.08695652173913,30.0,Recived,3091,1,1,September,Factory                                          ,7,Saudi Classic,XXI,75.5,57.5,24.5,2.0,200.0,100.0,1,,0.0
1,Ah***,2385,2025-09-25,2025-10-02,2025-09-25,0.0,3090,001,Tailoring,200.0,26.08695652173913,30.0,Recived,3090,1,1,September,Factory                                          ,7,Modern Slim Fit,L,74.5,55.0,22.5,1.9,200.0,105.2631578947368,1,,0.0
1,Ab*********,2208,2025-09-25,2025-10-02,2025-09-26,1.0,3089,001,Tailoring,390.0,50.8695652173913,0.0,Recived,3089,1,1,September,Factory                                          ,7,Saudi Classic,M,72.0,52.5,21.5,1.85,390.0,210.8108108108108,1,,1.0
3,Ya**,2384,2025-09-25,2025-10-02,2025-09-27,2.0,3088,001,Tailoring,900.0,117.3913043478261,350.0,Recived,3088,3,3,September,Factory                                          ,7,Modern Slim Fit,XXXXL,81.0,61.5,24.5,2.1,300.0,142.8571428571429,1,,2.0
1,Am**,402,2025-09-26,2025-10-03,2025-09-28,2.0,3093,001,Tailoring,180.0,23.47826086956522,50.0,Recived,3093,1,1,September,Factory                                          ,7,Saudi Classic,XXI,77.5,56.0,24.5,2.0,180.0,90.0,1,,2.0
3,Ab******,1494,2025-09-26,2025-10-03,2025-09-29,3.0,3094,001,Tailoring,700.0,91.30434782608695,350.0,Recived,3094,3,3,September,Factory                                          ,7,Saudi Classic,L,75.0,54.0,23.0,1.9,233.3333333333333,122.8070175438597,1,,3.0
3,Mo*****,2388,2025-09-26,2025-10-03,2025-09-30,4.0,3095,001,Tailoring,900.0,117.3913043478261,450.0,Recived,3095,3,3,September,Factory                                          ,7,Saudi Classic,L,73.0,54.0,22.5,1.9,300.0,157.8947368421053,1,,4.0
3,Os***,2389,2025-09-26,2025-10-03,2025-10-01,5.0,3096,001,Tailoring,800.0,104.3478260869565,350.0,Recived,3096,3,3,September,Factory                                          ,7,Saudi Classic,XL,75.0,56.5,23.0,1.95,266.6666666666667,136.7521367521368,1,,5.0
6,Ba****,1306,2025-09-27,2025-10-04,2025-10-02,5.0,3110,001,Tailoring,1500.0,195.6521739130435,700.0,Recived,3110,6,6,September,Factory                                          ,7,Emirati,S,68.5,50.0,20.5,1.8,250.0,138.8888888888889,1,,5.0
1,Wa****,2394,2025-09-27,2025-10-04,2025-10-03,6.0,3111,001,Tailoring,300.0,39.1304347826087,0.0,Recived,3111,0,0,September,Factory                                          ,7,Saudi Classic,M,72.5,53.5,21.5,1.85,0.0,0.0,1,,6.0
1,Kh***,2393,2025-09-27,2025-10-04,2025-09-28,1.0,3109,001,Tailoring,180.0,23.47826086956522,50.0,Recived,3109,1,1,September,Factory                                          ,7,Saudi Classic,S,69.0,48.5,21.0,1.8,180.0,100.0,1,,1.0
1,Ot****,2393,2025-09-27,2025-10-04,2025-09-28,1.0,3108,001,Tailoring,180.0,23.47826086956522,50.0,Recived,3108,1,1,September,Factory                                          ,7,Modern Slim Fit,L,73.5,55.5,23.5,1.9,180.0,94.73684210526316,1,,1.0
2,Ab*********,1989,2025-09-27,2025-10-04,2025-09-01,-26.0,3107,001,Tailoring,410.0,53.47826086956522,100.0,Recived,3107,2,1,September,Factory                                          ,7,Saudi Classic,M,72.0,52.0,22.5,1.85,205.0,110.8108108108108,1,,-26.0
3,Ma****,2162,2025-09-27,2025-10-04,2025-09-13,-14.0,3106,001,Tailoring,800.0,104.3478260869565,350.0,Recived,3106,3,1,September,Factory                                          ,7,Modern Slim Fit,XXI,75.5,56.5,23.5,2.0,266.6666666666667,133.3333333333333,1,,-14.0
6,Tu***,2392,2025-09-27,2025-10-04,2025-09-27,0.0,3105,001,Tailoring,1600.0,208.695652173913,800.0,Recived,3105,6,0,September,Factory                                          ,7,Saudi Classic,XXXXL,80.0,59.5,25.5,2.1,266.6666666666667,126.984126984127,1,,0.0
2,Fa***,1000,2025-09-27,2025-10-04,2025-09-23,-4.0,3104,001,Tailoring,400.0,52.17391304347826,60.0,Recived,3104,2,2,September,Factory                                          ,7,Modern Slim Fit,XXXXL,82.5,60.0,25.0,2.1,200.0,95.23809523809524,1,,-4.0
1,Al*,2391,2025-09-27,2025-10-04,2025-09-02,-25.0,3102,001,Tailoring,220.0,28.69565217391304,0.0,Recived,3102,1,2,September,Factory                                          ,7,Saudi Classic,XL,75.0,56.0,23.5,1.95,220.0,112.8205128205128,1,,-25.0
1,Mo*****,2391,2025-09-27,2025-10-04,2025-09-17,-10.0,3101,001,Tailoring,420.0,54.78260869565217,0.0,Recived,3101,1,2,September,Factory                                          ,7,Saudi Classic,L,73.5,53.0,23.0,1.9,420.0,221.0526315789474,1,,-10.0
3,Sa**,208,2025-09-27,2025-10-04,2025-09-08,-19.0,3100,001,Tailoring,700.0,91.30434782608695,350.0,Recived,3100,3,1,September,Factory                                          ,7,Modern Slim Fit,XXXXL,79.5,59.5,24.5,2.1,233.3333333333333,111.1111111111111,1,,-19.0
1,Ha***,2390,2025-09-27,2025-10-04,2025-09-14,-13.0,3099,001,Tailoring,200.0,26.08695652173913,30.0,Recived,3099,1,2,September,Factory                                          ,7,Saudi Classic,XL,75.0,55.0,22.5,1.95,200.0,102.5641025641026,1,,-13.0
